iShares Select Dividend ETF
Inception Date,"03-nov-2003"
Fund Holdings as of,"30-jun-2017"
Total Net Assets,"17,043,987,091.69"
,"184,900,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Bolsa de valores
"MRK","MERCK & CO INC","Equity","0.93","64.09","2,473,366.00","158,518,026.94","158,518,026.94","Cuidado de la Salud","2778844","US58933Y1055","New York Stock Exchange Inc."
"NUS","NU SKIN ENTERPRISES INC CLASS A","Equity","0.91","62.84","2,477,790.00","155,704,323.60","155,704,323.60","Productos básicos de consumo","2616870","US67018T1051","New York Stock Exchange Inc."
"GIS","GENERAL MILLS INC","Equity","0.90","55.40","2,766,940.00","153,288,476.00","153,288,476.00","Productos básicos de consumo","2367026","US3703341046","New York Stock Exchange Inc."
"T","AT&T INC","Equity","0.90","37.73","4,062,073.00","153,262,014.29","153,262,014.29","Telecomunicaciones","2831811","US00206R1023","New York Stock Exchange Inc."
"WRK","WESTROCK","Equity","0.90","56.66","2,699,969.00","152,980,243.54","152,980,243.54","Materiales","BYR0914","US96145D1054","New York Stock Exchange Inc."
"WM","WASTE MANAGEMENT INC","Equity","0.88","73.35","2,038,581.00","149,529,916.35","149,529,916.35","Industriales","2937667","US94106L1098","New York Stock Exchange Inc."
"WDR","WADDELL AND REED FINANCIAL INC CLA","Equity","0.87","18.88","7,819,876.00","147,639,258.88","147,639,258.88","Financieros","2156503","US9300591008","New York Stock Exchange Inc."
"PPL","PPL CORP","Equity","0.86","38.66","3,795,146.00","146,720,344.36","146,720,344.36","Servicios","2680905","US69351T1060","New York Stock Exchange Inc."
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Equity","0.85","43.01","3,387,093.00","145,678,869.93","145,678,869.93","Servicios","2707677","US7445731067","New York Stock Exchange Inc."
"PACW","PACWEST BANCORP","Equity","0.85","46.70","3,118,435.00","145,630,914.50","145,630,914.50","Financieros","2619772","US6952631033","NASDAQ"
"UFS","DOMTAR CORP","Equity","0.85","38.42","3,778,663.00","145,176,232.46","145,176,232.46","Materiales","B1T84Z4","US2575592033","New York Stock Exchange Inc."
"AJG","ARTHUR J GALLAGHER","Equity","0.81","57.25","2,405,087.00","137,691,230.75","137,691,230.75","Financieros","2359506","US3635761097","New York Stock Exchange Inc."
"KO","COCA-COLA","Equity","0.80","44.85","3,051,210.00","136,846,768.50","136,846,768.50","Productos básicos de consumo","2206657","US1912161007","New York Stock Exchange Inc."
"AVA","AVISTA CORP","Equity","0.80","42.46","3,216,074.00","136,554,502.04","136,554,502.04","Servicios","2942605","US05379B1070","New York Stock Exchange Inc."
"XEL","XCEL ENERGY INC","Equity","0.78","45.88","2,895,647.00","132,852,284.36","132,852,284.36","Servicios","2614807","US98389B1008","New York Stock Exchange Inc."
"PCAR","PACCAR INC","Equity","0.78","66.04","2,006,327.00","132,497,835.08","132,497,835.08","Industriales","2665861","US6937181088","NASDAQ"
"LEG","LEGGETT & PLATT INC","Equity","0.74","52.53","2,417,004.00","126,965,220.12","126,965,220.12","Consumo discrecional","2510682","US5246601075","New York Stock Exchange Inc."
"SON","SONOCO PRODUCTS","Equity","0.73","51.42","2,422,849.00","124,582,895.58","124,582,895.58","Materiales","2821395","US8354951027","New York Stock Exchange Inc."
"CMS","CMS ENERGY CORP","Equity","0.72","46.25","2,636,482.00","121,937,292.50","121,937,292.50","Servicios","2219224","US1258961002","New York Stock Exchange Inc."
"FE","FIRSTENERGY CORP","Equity","0.69","29.16","4,034,918.00","117,658,208.88","117,658,208.88","Servicios","2100920","US3379321074","New York Stock Exchange Inc."
"HFC","HOLLYFRONTIER CORP","Equity","0.68","27.47","4,190,299.00","115,107,513.53","115,107,513.53","Energía","B5VX1H6","US4361061082","New York Stock Exchange Inc."
"EXC","EXELON CORP","Equity","0.67","36.07","3,174,800.00","114,515,036.00","114,515,036.00","Servicios","2670519","US30161N1019","New York Stock Exchange Inc."
"LNT","ALLIANT ENERGY CORP","Equity","0.67","40.17","2,841,244.00","114,132,771.48","114,132,771.48","Servicios","2973821","US0188021085","New York Stock Exchange Inc."
"MAT","MATTEL INC","Equity","0.67","21.53","5,282,546.00","113,733,215.38","113,733,215.38","Consumo discrecional","2572303","US5770811025","NASDAQ"
"SYY","SYSCO CORP","Equity","0.64","50.33","2,183,630.00","109,902,097.90","109,902,097.90","Productos básicos de consumo","2868165","US8718291078","New York Stock Exchange Inc."
"PFE","PFIZER INC","Equity","0.64","33.59","3,267,673.00","109,761,136.07","109,761,136.07","Cuidado de la Salud","2684703","US7170811035","New York Stock Exchange Inc."
"UBSI","UNITED BANKSHARES INC","Equity","0.61","39.20","2,641,197.00","103,534,922.40","103,534,922.40","Financieros","2905794","US9099071071","NASDAQ"
"OGE","OGE ENERGY CORP","Equity","0.60","34.79","2,919,369.00","101,564,847.51","101,564,847.51","Servicios","2657802","US6708371033","New York Stock Exchange Inc."
"BBT","BB AND T CORP","Equity","0.58","45.41","2,186,313.00","99,280,473.33","99,280,473.33","Financieros","2830904","US0549371070","New York Stock Exchange Inc."
"HRB","H&R BLOCK INC","Equity","0.58","30.91","3,210,956.00","99,250,649.96","99,250,649.96","Consumo discrecional","2105505","US0936711052","New York Stock Exchange Inc."
"GXP","GREAT PLAINS ENERGY INC","Equity","0.58","29.28","3,387,450.00","99,184,536.00","99,184,536.00","Servicios","2483706","US3911641005","New York Stock Exchange Inc."
"CF","CF INDUSTRIES HOLDINGS INC","Equity","0.58","27.96","3,538,875.00","98,946,945.00","98,946,945.00","Materiales","B0G4K50","US1252691001","New York Stock Exchange Inc."
"M","MACYS INC","Equity","0.57","23.24","4,152,999.00","96,515,696.76","96,515,696.76","Consumo discrecional","2345022","US55616P1049","New York Stock Exchange Inc."
"CNK","CINEMARK HOLDINGS INC","Equity","0.55","38.85","2,420,611.00","94,040,737.35","94,040,737.35","Consumo discrecional","B1W7RQ0","US17243V1026","New York Stock Exchange Inc."
"CNP","CENTERPOINT ENERGY INC","Equity","0.55","27.38","3,410,106.00","93,368,702.28","93,368,702.28","Servicios","2440637","US15189T1079","New York Stock Exchange Inc."
"NJR","NEW JERSEY RESOURCES CORP","Equity","0.55","39.70","2,341,280.00","92,948,816.00","92,948,816.00","Servicios","2630513","US6460251068","New York Stock Exchange Inc."
"COP","CONOCOPHILLIPS","Equity","0.52","43.96","2,019,472.00","88,775,989.12","88,775,989.12","Energía","2685717","US20825C1045","New York Stock Exchange Inc."
"FII","FEDERATED INVESTORS INC CLASS B","Equity","0.52","28.25","3,114,468.00","87,983,721.00","87,983,721.00","Financieros","2246288","US3142111034","New York Stock Exchange Inc."
"INTC","INTEL CORPORATION CORP","Equity","0.51","33.74","2,553,789.00","86,164,840.86","86,164,840.86","Tecnología de la Información","2463247","US4581401001","NASDAQ"
"TRMK","TRUSTMARK CORP","Equity","0.47","32.16","2,477,011.00","79,660,673.76","79,660,673.76","Financieros","2340210","US8984021027","NASDAQ"
"GE","GENERAL ELECTRIC","Equity","0.45","27.01","2,818,545.00","76,128,900.45","76,128,900.45","Industriales","2380498","US3696041033","New York Stock Exchange Inc."
"PBI","PITNEY BOWES INC","Equity","0.44","15.10","4,945,892.00","74,682,969.20","74,682,969.20","Industriales","2690506","US7244791007","New York Stock Exchange Inc."
"NI","NISOURCE INC","Equity","0.40","25.36","2,661,489.00","67,495,361.04","67,495,361.04","Servicios","2645409","US65473P1057","New York Stock Exchange Inc."
"OLN","OLIN CORP","Equity","0.39","30.28","2,196,066.00","66,496,878.48","66,496,878.48","Materiales","2658526","US6806652052","New York Stock Exchange Inc."
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Equity","0.38","19.53","3,293,939.00","64,330,628.67","64,330,628.67","Financieros","2659109","US6802231042","New York Stock Exchange Inc."
"PBCT","PEOPLES UNITED FINANCIAL INC","Equity","0.33","17.66","3,158,957.00","55,787,180.62","55,787,180.62","Financieros","B1W41J2","US7127041058","NASDAQ"
"NYCB","NEW YORK COMMUNITY BANCORP DS REP","Equity","0.32","13.13","4,121,150.00","54,110,699.50","54,110,699.50","Financieros","2711656","US6494451031","New York Stock Exchange Inc."
"HUN","HUNTSMAN CORP","Equity","0.30","25.84","1,978,338.00","51,120,253.92","51,120,253.92","Materiales","B0650B9","US4470111075","New York Stock Exchange Inc."
"SPLS","STAPLES INC","Equity","0.28","10.07","4,696,295.00","47,291,690.65","47,291,690.65","Consumo discrecional","2841489","US8550301027","NASDAQ"
"F","F MOTOR","Equity","0.28","11.19","4,220,913.00","47,232,016.47","47,232,016.47","Consumo discrecional","2615468","US3453708600","New York Stock Exchange Inc."
"CMC","COMMERCIAL METALS","Equity","0.25","19.43","2,227,192.00","43,274,340.56","43,274,340.56","Materiales","2213260","US2017231034","New York Stock Exchange Inc."
"RRD","RR DONNELLEY AND SONS","Equity","0.24","12.54","3,296,369.00","41,336,467.26","41,336,467.26","Industriales","BYND5W0","US2578672006","New York Stock Exchange Inc."
"FNB","FNB CORP","Equity","0.22","14.16","2,665,695.00","37,746,241.20","37,746,241.20","Financieros","2041308","US3025201019","New York Stock Exchange Inc."
"USD","USD CASH","Cash","0.22","100.00","37,353,544.00","37,353,544.38","37,353,544.38","Liquidez","-","-","-"
"VLY","VALLEY NATIONAL","Equity","0.22","11.81","3,109,827.00","36,727,056.87","36,727,056.87","Financieros","2935326","US9197941076","New York Stock Exchange Inc."
"BLKFDS","BLK CSH FND TREASURY SL AGENCY","Money Market","0.12","1.00","21,022,856.00","21,022,855.59","21,022,855.59","Liquidez","-","US0669224778","-"
"UBFUT","CASH COLLATERAL USD UBFUT","Cash Collateral and Margins","0.01","100.00","2,142,200.00","2,142,200.00","2,142,200.00","Liquidez","-","-","-"
"ESU7","S&P500 EMINI SEP 17","Futures","0.00","2,420.90","482.00","0.00","58,343,690.00","Liquidez","-","-","Index And Options Market"
 
