iShares Select Dividend ETF
Inception Date,"03-nov-2003"
Fund Holdings as of,"31-jul-2017"
Total Net Assets,"17,036,990,401.09"
,"183,650,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Bolsa de valores
"MO","ALTRIA GROUP INC","Equity","1.06","64.97","2,773,635.00","180,203,065.95","180,203,065.95","Productos básicos de consumo","2692632","US02209S1033","New York Stock Exchange Inc."
"LLY","ELI LILLY","Equity","1.04","82.66","2,150,576.00","177,766,612.16","177,766,612.16","Cuidado de la Salud","2516152","US5324571083","New York Stock Exchange Inc."
"PCG","PG&E CORP","Equity","1.03","67.69","2,594,187.00","175,600,518.03","175,600,518.03","Servicios","2689560","US69331C1080","New York Stock Exchange Inc."
"ES","EVERSOURCE ENERGY","Equity","1.02","60.79","2,848,759.00","173,176,059.61","173,176,059.61","Servicios","BVVN4Q8","US30040W1080","New York Stock Exchange Inc."
"BOH","BANK OF HAWAII CORP.","Equity","1.01","83.67","2,053,473.00","171,814,085.91","171,814,085.91","Financieros","2074070","US0625401098","New York Stock Exchange Inc."
"IP","INTERNATIONAL PAPER","Equity","1.00","54.98","3,094,577.00","170,139,843.46","170,139,843.46","Materiales","2465254","US4601461035","New York Stock Exchange Inc."
"GRMN","GARMIN LTD","Equity","1.00","50.19","3,382,915.00","169,788,503.85","169,788,503.85","Consumo discrecional","B3Z5T14","CH0114405324","NASDAQ"
"AVA","AVISTA CORP","Equity","1.00","52.61","3,223,689.00","169,598,278.29","169,598,278.29","Servicios","2942605","US05379B1070","New York Stock Exchange Inc."
"BKH","BLACK HILLS CORP","Equity","0.98","69.66","2,400,576.00","167,224,124.16","167,224,124.16","Servicios","2101741","US0921131092","New York Stock Exchange Inc."
"MDP","MEREDITH CORP","Equity","0.98","59.45","2,809,836.00","167,044,750.20","167,044,750.20","Consumo discrecional","2578516","US5894331017","New York Stock Exchange Inc."
"EMR","EMERSON ELECTRIC","Equity","0.97","59.61","2,769,512.00","165,090,610.32","165,090,610.32","Industriales","2313405","US2910111044","New York Stock Exchange Inc."
"WDR","WADDELL AND REED FINANCIAL INC CLA","Equity","0.95","20.67","7,819,876.00","161,636,836.92","161,636,836.92","Financieros","2156503","US9300591008","New York Stock Exchange Inc."
"T","AT&T INC","Equity","0.93","39.00","4,045,708.00","157,782,612.00","157,782,612.00","Telecomunicaciones","2831811","US00206R1023","New York Stock Exchange Inc."
"MRK","MERCK & CO INC","Equity","0.92","63.88","2,463,353.00","157,358,989.64","157,358,989.64","Cuidado de la Salud","2778844","US58933Y1055","New York Stock Exchange Inc."
"NUS","NU SKIN ENTERPRISES INC CLASS A","Equity","0.92","63.36","2,468,645.00","156,413,347.20","156,413,347.20","Productos básicos de consumo","2616870","US67018T1051","New York Stock Exchange Inc."
"WRK","WESTROCK","Equity","0.91","57.42","2,689,038.00","154,404,561.96","154,404,561.96","Materiales","BYR0914","US96145D1054","New York Stock Exchange Inc."
"GIS","GENERAL MILLS INC","Equity","0.90","55.66","2,756,820.00","153,444,601.20","153,444,601.20","Productos básicos de consumo","2367026","US3703341046","New York Stock Exchange Inc."
"WM","WASTE MANAGEMENT INC","Equity","0.90","75.15","2,031,107.00","152,637,691.05","152,637,691.05","Industriales","2937667","US94106L1098","New York Stock Exchange Inc."
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Equity","0.89","44.97","3,373,509.00","151,706,699.73","151,706,699.73","Servicios","2707677","US7445731067","New York Stock Exchange Inc."
"PACW","PACWEST BANCORP","Equity","0.88","48.02","3,105,891.00","149,144,885.82","149,144,885.82","Financieros","2619772","US6952631033","NASDAQ"
"STX","SEAGATE TECHNOLOGY PLC","Equity","0.87","32.96","4,515,886.00","148,843,602.56","148,843,602.56","Tecnología de la Información","B58JVZ5","IE00B58JVZ52","NASDAQ"
"UFS","DOMTAR CORP","Equity","0.87","39.06","3,784,990.00","147,841,709.40","147,841,709.40","Materiales","B1T84Z4","US2575592033","New York Stock Exchange Inc."
"PPL","PPL CORP","Equity","0.85","38.33","3,779,902.00","144,883,643.66","144,883,643.66","Servicios","2680905","US69351T1060","New York Stock Exchange Inc."
"AJG","ARTHUR J GALLAGHER","Equity","0.83","58.79","2,395,477.00","140,830,092.83","140,830,092.83","Financieros","2359506","US3635761097","New York Stock Exchange Inc."
"KO","COCA-COLA","Equity","0.82","45.84","3,039,031.00","139,309,181.04","139,309,181.04","Productos básicos de consumo","2206657","US1912161007","New York Stock Exchange Inc."
"PCAR","PACCAR INC","Equity","0.80","68.45","1,999,116.00","136,839,490.20","136,839,490.20","Industriales","2665861","US6937181088","NASDAQ"
"XEL","XCEL ENERGY INC","Equity","0.80","47.31","2,884,116.00","136,447,527.96","136,447,527.96","Servicios","2614807","US98389B1008","New York Stock Exchange Inc."
"FE","FIRSTENERGY CORP","Equity","0.75","31.91","4,007,643.00","127,883,888.13","127,883,888.13","Servicios","2100920","US3379321074","New York Stock Exchange Inc."
"CMS","CMS ENERGY CORP","Equity","0.71","46.24","2,626,086.00","121,430,216.64","121,430,216.64","Servicios","2219224","US1258961002","New York Stock Exchange Inc."
"EXC","EXELON CORP","Equity","0.71","38.34","3,162,369.00","121,245,227.46","121,245,227.46","Servicios","2670519","US30161N1019","New York Stock Exchange Inc."
"HFC","HOLLYFRONTIER CORP","Equity","0.71","28.84","4,173,892.00","120,375,045.28","120,375,045.28","Energía","B5VX1H6","US4361061082","New York Stock Exchange Inc."
"SON","SONOCO PRODUCTS","Equity","0.69","48.48","2,413,270.00","116,995,329.60","116,995,329.60","Materiales","2821395","US8354951027","New York Stock Exchange Inc."
"LEG","LEGGETT & PLATT INC","Equity","0.68","48.18","2,407,422.00","115,989,591.96","115,989,591.96","Consumo discrecional","2510682","US5246601075","New York Stock Exchange Inc."
"LNT","ALLIANT ENERGY CORP","Equity","0.67","40.53","2,831,538.00","114,762,235.14","114,762,235.14","Servicios","2973821","US0188021085","New York Stock Exchange Inc."
"SYY","SYSCO CORP","Equity","0.67","52.62","2,175,146.00","114,456,182.52","114,456,182.52","Productos básicos de consumo","2868165","US8718291078","New York Stock Exchange Inc."
"PFE","PFIZER INC","Equity","0.63","33.16","3,254,957.00","107,934,374.12","107,934,374.12","Cuidado de la Salud","2684703","US7170811035","New York Stock Exchange Inc."
"MAT","MATTEL INC","Equity","0.62","20.02","5,246,846.00","105,041,856.92","105,041,856.92","Consumo discrecional","2572303","US5770811025","NASDAQ"
"OGE","OGE ENERGY CORP","Equity","0.61","35.86","2,909,775.00","104,344,531.50","104,344,531.50","Servicios","2657802","US6708371033","New York Stock Exchange Inc."
"GXP","GREAT PLAINS ENERGY INC","Equity","0.61","30.86","3,364,550.00","103,830,013.00","103,830,013.00","Servicios","2483706","US3911641005","New York Stock Exchange Inc."
"CF","CF INDUSTRIES HOLDINGS INC","Equity","0.61","29.35","3,514,950.00","103,163,782.50","103,163,782.50","Materiales","B0G4K50","US1252691001","New York Stock Exchange Inc."
"BBT","BB AND T CORP","Equity","0.60","47.32","2,171,538.00","102,757,178.16","102,757,178.16","Financieros","2830904","US0549371070","New York Stock Exchange Inc."
"NJR","NEW JERSEY RESOURCES CORP","Equity","0.58","42.15","2,325,455.00","98,017,928.25","98,017,928.25","Servicios","2630513","US6460251068","New York Stock Exchange Inc."
"M","MACYS INC","Equity","0.57","23.75","4,124,924.00","97,966,945.00","97,966,945.00","Consumo discrecional","2345022","US55616P1049","New York Stock Exchange Inc."
"HRB","H&R BLOCK INC","Equity","0.57","30.50","3,189,256.00","97,272,308.00","97,272,308.00","Consumo discrecional","2105505","US0936711052","New York Stock Exchange Inc."
"CNP","CENTERPOINT ENERGY INC","Equity","0.56","28.19","3,387,056.00","95,481,108.64","95,481,108.64","Servicios","2440637","US15189T1079","New York Stock Exchange Inc."
"CNK","CINEMARK HOLDINGS INC","Equity","0.55","38.90","2,404,236.00","93,524,780.40","93,524,780.40","Consumo discrecional","B1W7RQ0","US17243V1026","New York Stock Exchange Inc."
"COP","CONOCOPHILLIPS","Equity","0.53","45.37","2,005,822.00","91,004,144.14","91,004,144.14","Energía","2685717","US20825C1045","New York Stock Exchange Inc."
