iShares Select Dividend ETF
Inception Date,"03-nov-2003"
Fund Holdings as of,"29-sep-2017"
Total Net Assets,"17,045,022,770.62"
,"182,050,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Bolsa de valores
"XEL","XCEL ENERGY INC","Equity","0.79","47.32","2,858,956.00","135,285,797.92","135,285,797.92","Servicios","2614807","US98389B1008","New York Stock Exchange Inc."
"FE","FIRSTENERGY CORP","Equity","0.72","30.83","3,956,220.00","121,970,262.60","121,970,262.60","Servicios","2100920","US3379321074","New York Stock Exchange Inc."
"CF","CF INDUSTRIES HOLDINGS INC","Equity","0.71","35.16","3,462,695.00","121,748,356.20","121,748,356.20","Materiales","B0G4K50","US1252691001","New York Stock Exchange Inc."
"SON","SONOCO PRODUCTS","Equity","0.71","50.45","2,392,150.00","120,683,967.50","120,683,967.50","Materiales","2821395","US8354951027","New York Stock Exchange Inc."
"CMS","CMS ENERGY CORP","Equity","0.71","46.32","2,603,074.00","120,574,387.68","120,574,387.68","Servicios","2219224","US1258961002","New York Stock Exchange Inc."
"EXC","EXELON CORP","Equity","0.69","37.67","3,134,569.00","118,079,214.23","118,079,214.23","Servicios","2670519","US30161N1019","New York Stock Exchange Inc."
"LNT","ALLIANT ENERGY CORP","Equity","0.68","41.57","2,805,244.00","116,613,993.08","116,613,993.08","Servicios","2973821","US0188021085","New York Stock Exchange Inc."
"SYY","SYSCO CORP","Equity","0.68","53.95","2,155,963.00","116,314,203.85","116,314,203.85","Productos básicos de consumo","2868165","US8718291078","New York Stock Exchange Inc."
"PFE","PFIZER INC","Equity","0.68","35.70","3,226,267.00","115,177,731.90","115,177,731.90","Cuidado de la Salud","2684703","US7170811035","New York Stock Exchange Inc."
"LEG","LEGGETT & PLATT INC","Equity","0.67","47.73","2,386,377.00","113,901,774.21","113,901,774.21","Consumo discrecional","2510682","US5246601075","New York Stock Exchange Inc."
"OGE","OGE ENERGY CORP","Equity","0.61","36.03","2,907,165.00","104,745,154.95","104,745,154.95","Servicios","2657802","US6708371033","New York Stock Exchange Inc."
"BBT","BB AND T CORP","Equity","0.59","46.94","2,156,415.00","101,222,120.10","101,222,120.10","Financieros","2830904","US0549371070","New York Stock Exchange Inc."
"GXP","GREAT PLAINS ENERGY INC","Equity","0.59","30.30","3,310,492.00","100,307,907.60","100,307,907.60","Servicios","2483706","US3911641005","New York Stock Exchange Inc."
"COP","CONOCOPHILLIPS","Equity","0.58","50.05","1,992,068.00","99,703,003.40","99,703,003.40","Energía","2685717","US20825C1045","New York Stock Exchange Inc."
"CNP","CENTERPOINT ENERGY INC","Equity","0.58","29.21","3,363,208.00","98,239,305.68","98,239,305.68","Servicios","2440637","US15189T1079","New York Stock Exchange Inc."
"NJR","NEW JERSEY RESOURCES CORP","Equity","0.57","42.15","2,309,166.00","97,331,346.90","97,331,346.90","Servicios","2630513","US6460251068","New York Stock Exchange Inc."
"UBSI","UNITED BANKSHARES INC","Equity","0.57","37.15","2,605,400.00","96,790,610.00","96,790,610.00","Financieros","2905794","US9099071071","NASDAQ"
"INTC","INTEL CORPORATION CORP","Equity","0.56","38.08","2,519,065.00","95,925,995.20","95,925,995.20","Tecnología de la Información","2463247","US4581401001","NASDAQ"
"FII","FEDERATED INVESTORS INC CLASS B","Equity","0.55","29.70","3,137,321.00","93,178,433.70","93,178,433.70","Financieros","2246288","US3142111034","New York Stock Exchange Inc."
"M","MACYS INC","Equity","0.52","21.82","4,099,127.00","89,442,951.14","89,442,951.14","Consumo discrecional","2345022","US55616P1049","New York Stock Exchange Inc."
"CNK","CINEMARK HOLDINGS INC","Equity","0.51","36.21","2,388,150.00","86,474,911.50","86,474,911.50","Consumo discrecional","B1W7RQ0","US17243V1026","New York Stock Exchange Inc."
"HRB","H&R BLOCK INC","Equity","0.49","26.48","3,172,351.00","84,003,854.48","84,003,854.48","Consumo discrecional","2105505","US0936711052","New York Stock Exchange Inc."
"TRMK","TRUSTMARK CORP","Equity","0.48","33.12","2,454,831.00","81,304,002.72","81,304,002.72","Financieros","2340210","US8984021027","NASDAQ"
"MAT","MATTEL INC","Equity","0.47","15.48","5,218,684.00","80,785,228.32","80,785,228.32","Consumo discrecional","2572303","US5770811025","NASDAQ"
"OLN","OLIN CORP","Equity","0.44","34.25","2,167,595.00","74,240,128.75","74,240,128.75","Materiales","2658526","US6806652052","New York Stock Exchange Inc."
"PBI","PITNEY BOWES INC","Equity","0.40","14.01","4,882,966.00","68,410,353.66","68,410,353.66","Industriales","2690506","US7244791007","New York Stock Exchange Inc."
"GE","GENERAL ELECTRIC","Equity","0.39","24.18","2,782,136.00","67,272,048.48","67,272,048.48","Industriales","2380498","US3696041033","New York Stock Exchange Inc."
"NI","NISOURCE INC","Equity","0.39","25.59","2,626,800.00","67,219,812.00","67,219,812.00","Servicios","2645409","US65473P1057","New York Stock Exchange Inc."
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Equity","0.37","19.69","3,243,152.00","63,857,662.88","63,857,662.88","Financieros","2659109","US6802231042","New York Stock Exchange Inc."
"PBCT","PEOPLES UNITED FINANCIAL INC","Equity","0.33","18.14","3,120,265.00","56,601,607.10","56,601,607.10","Financieros","B1W41J2","US7127041058","NASDAQ"
"HUN","HUNTSMAN CORP","Equity","0.31","27.42","1,954,034.00","53,579,612.28","53,579,612.28","Materiales","B0650B9","US4470111075","New York Stock Exchange Inc."
"NYCB","NEW YORK COMMUNITY BANCORP DS REP","Equity","0.31","12.89","4,071,256.00","52,478,489.84","52,478,489.84","Financieros","2711656","US6494451031","New York Stock Exchange Inc."
"F","F MOTOR","Equity","0.29","11.97","4,155,876.00","49,745,835.72","49,745,835.72","Consumo discrecional","2615468","US3453708600","New York Stock Exchange Inc."
"CMC","COMMERCIAL METALS","Equity","0.25","19.03","2,202,329.00","41,910,320.87","41,910,320.87","Materiales","2213260","US2017231034","New York Stock Exchange Inc."
"USD","USD CASH","Cash","0.23","100.00","38,715,879.00","38,715,879.34","38,715,879.34","Liquidez","-","-","-"
"VLY","VALLEY NATIONAL","Equity","0.22","12.05","3,077,233.00","37,080,657.65","37,080,657.65","Financieros","2935326","US9197941076","New York Stock Exchange Inc."
"FNB","FNB CORP","Equity","0.22","14.03","2,637,812.00","37,008,502.36","37,008,502.36","Financieros","2041308","US3025201019","New York Stock Exchange Inc."
"RRD","RR DONNELLEY AND SONS","Equity","0.20","10.30","3,286,436.00","33,850,290.80","33,850,290.80","Industriales","BYND5W0","US2578672006","New York Stock Exchange Inc."
"BLKFDS","BLK CSH FND TREASURY SL AGENCY","Money Market","0.14","1.00","23,079,745.00","23,079,744.74","23,079,744.74","Liquidez","-","US0669224778","-"
"UBFUT","CASH COLLATERAL USD UBFUT","Cash Collateral and Margins","0.01","100.00","2,136,200.00","2,136,200.00","2,136,200.00","Liquidez","-","-","-"
"ESZ7","S&P500 EMINI DEC 17","Futures","0.00","2,516.10","470.00","0.00","59,128,350.00","Liquidez","-","-","Index And Options Market"
 
