iShares Select Dividend ETF
Inception Date,"03-nov-2003"
Fund Holdings as of,"31-may-2017"
Total Net Assets,"17,064,629,521.88"
,"185,050,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Bolsa de valores
"PPL","PPL CORP","Equity","0.89","39.91","3,819,123.00","152,421,198.93","152,421,198.93","Servicios","2680905","US69351T1060","New York Stock Exchange Inc."
"WM","WASTE MANAGEMENT INC","Equity","0.88","72.91","2,051,548.00","149,578,364.68","149,578,364.68","Industriales","2937667","US94106L1098","New York Stock Exchange Inc."
"WRK","WESTROCK","Equity","0.87","54.42","2,717,068.00","147,862,840.56","147,862,840.56","Materiales","BYR0914","US96145D1054","New York Stock Exchange Inc."
"PACW","PACWEST BANCORP","Equity","0.86","46.67","3,138,200.00","146,459,794.00","146,459,794.00","Financieros","2619772","US6952631033","NASDAQ"
"KO","COCA-COLA","Equity","0.82","45.47","3,070,805.00","139,629,503.35","139,629,503.35","Productos básicos de consumo","2206657","US1912161007","New York Stock Exchange Inc."
"XEL","XCEL ENERGY INC","Equity","0.82","47.91","2,914,284.00","139,623,346.44","139,623,346.44","Servicios","2614807","US98389B1008","New York Stock Exchange Inc."
"AVA","AVISTA CORP","Equity","0.82","42.84","3,250,428.00","139,248,335.52","139,248,335.52","Servicios","2942605","US05379B1070","New York Stock Exchange Inc."
"UFS","DOMTAR CORP","Equity","0.81","36.38","3,802,970.00","138,352,048.60","138,352,048.60","Materiales","B1T84Z4","US2575592033","New York Stock Exchange Inc."
"AJG","ARTHUR J GALLAGHER","Equity","0.81","56.73","2,420,536.00","137,317,007.28","137,317,007.28","Financieros","2359506","US3635761097","New York Stock Exchange Inc."
"NUS","NU SKIN ENTERPRISES INC CLASS A","Equity","0.80","54.88","2,493,759.00","136,857,493.92","136,857,493.92","Productos básicos de consumo","2616870","US67018T1051","New York Stock Exchange Inc."
"WDR","WADDELL AND REED FINANCIAL INC CLA","Equity","0.77","16.74","7,819,876.00","130,904,724.24","130,904,724.24","Financieros","2156503","US9300591008","New York Stock Exchange Inc."
"PCAR","PACCAR INC","Equity","0.75","62.96","2,019,459.00","127,145,138.64","127,145,138.64","Industriales","2665861","US6937181088","NASDAQ"
"LEG","LEGGETT & PLATT INC","Equity","0.74","52.02","2,433,553.00","126,593,427.06","126,593,427.06","Consumo discrecional","2510682","US5246601075","New York Stock Exchange Inc."
"CMS","CMS ENERGY CORP","Equity","0.74","47.41","2,659,606.00","126,091,920.46","126,091,920.46","Servicios","2219224","US1258961002","New York Stock Exchange Inc."
"SON","SONOCO PRODUCTS","Equity","0.73","50.71","2,438,798.00","123,671,446.58","123,671,446.58","Materiales","2821395","US8354951027","New York Stock Exchange Inc."
"MAT","MATTEL INC","Equity","0.71","22.91","5,270,955.00","120,757,579.05","120,757,579.05","Consumo discrecional","2572303","US5770811025","NASDAQ"
"SYY","SYSCO CORP","Equity","0.70","54.56","2,202,754.00","120,182,258.24","120,182,258.24","Productos básicos de consumo","2868165","US8718291078","New York Stock Exchange Inc."
"LNT","ALLIANT ENERGY CORP","Equity","0.70","41.47","2,865,377.00","118,827,184.19","118,827,184.19","Servicios","2973821","US0188021085","New York Stock Exchange Inc."
"FE","FIRSTENERGY CORP","Equity","0.69","29.24","4,033,701.00","117,945,417.24","117,945,417.24","Servicios","2100920","US3379321074","New York Stock Exchange Inc."
"EXC","EXELON CORP","Equity","0.68","36.31","3,202,638.00","116,287,785.78","116,287,785.78","Servicios","2670519","US30161N1019","New York Stock Exchange Inc."
"PFE","PFIZER INC","Equity","0.63","32.65","3,296,276.00","107,623,411.40","107,623,411.40","Cuidado de la Salud","2684703","US7170811035","New York Stock Exchange Inc."
"OGE","OGE ENERGY CORP","Equity","0.62","35.63","2,944,797.00","104,923,117.11","104,923,117.11","Servicios","2657802","US6708371033","New York Stock Exchange Inc."
"HFC","HOLLYFRONTIER CORP","Equity","0.59","23.90","4,227,319.00","101,032,924.10","101,032,924.10","Energía","B5VX1H6","US4361061082","New York Stock Exchange Inc."
"UBSI","UNITED BANKSHARES INC","Equity","0.59","38.25","2,637,654.00","100,890,265.50","100,890,265.50","Financieros","2905794","US9099071071","NASDAQ"
"NJR","NEW JERSEY RESOURCES CORP","Equity","0.57","41.90","2,337,879.00","97,957,130.10","97,957,130.10","Servicios","2630513","US6460251068","New York Stock Exchange Inc."
"CNP","CENTERPOINT ENERGY INC","Equity","0.57","28.61","3,404,929.00","97,415,018.69","97,415,018.69","Servicios","2440637","US15189T1079","New York Stock Exchange Inc."
"M","MACYS INC","Equity","0.57","23.50","4,141,452.00","97,324,122.00","97,324,122.00","Consumo discrecional","2345022","US55616P1049","New York Stock Exchange Inc."
"GXP","GREAT PLAINS ENERGY INC","Equity","0.57","28.73","3,382,507.00","97,179,426.11","97,179,426.11","Servicios","2483706","US3911641005","New York Stock Exchange Inc."
"CNK","CINEMARK HOLDINGS INC","Equity","0.56","39.57","2,416,984.00","95,640,056.88","95,640,056.88","Consumo discrecional","B1W7RQ0","US17243V1026","New York Stock Exchange Inc."
"CF","CF INDUSTRIES HOLDINGS INC","Equity","0.56","26.90","3,531,403.00","94,994,740.70","94,994,740.70","Materiales","B0G4K50","US1252691001","New York Stock Exchange Inc."
"INTC","INTEL CORPORATION CORP","Equity","0.54","36.11","2,549,605.00","92,066,236.55","92,066,236.55","Tecnología de la Información","2463247","US4581401001","NASDAQ"
"BBT","BB AND T CORP","Equity","0.53","41.65","2,183,017.00","90,922,658.05","90,922,658.05","Financieros","2830904","US0549371070","New York Stock Exchange Inc."
"COP","CONOCOPHILLIPS","Equity","0.53","44.69","2,016,208.00","90,104,335.52","90,104,335.52","Energía","2685717","US20825C1045","New York Stock Exchange Inc."
"HRB","H&R BLOCK INC","Equity","0.50","26.54","3,203,903.00","85,031,585.62","85,031,585.62","Consumo discrecional","2105505","US0936711052","New York Stock Exchange Inc."
"FII","FEDERATED INVESTORS INC CLASS B","Equity","0.48","26.56","3,114,468.00","82,720,270.08","82,720,270.08","Financieros","2246288","US3142111034","New York Stock Exchange Inc."
"GE","GENERAL ELECTRIC","Equity","0.45","27.38","2,813,228.00","77,026,182.64","77,026,182.64","Industriales","2380498","US3696041033","New York Stock Exchange Inc."
"TRMK","TRUSTMARK CORP","Equity","0.44","30.41","2,473,945.00","75,232,667.45","75,232,667.45","Financieros","2340210","US8984021027","NASDAQ"
"PBI","PITNEY BOWES INC","Equity","0.43","14.87","4,936,035.00","73,398,840.45","73,398,840.45","Industriales","2690506","US7244791007","New York Stock Exchange Inc."
"NI","NISOURCE INC","Equity","0.41","26.07","2,655,531.00","69,229,693.17","69,229,693.17","Servicios","2645409","US65473P1057","New York Stock Exchange Inc."
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Equity","0.38","19.78","3,294,830.00","65,171,737.40","65,171,737.40","Financieros","2659109","US6802231042","New York Stock Exchange Inc."
"OLN","OLIN CORP","Equity","0.38","29.34","2,190,779.00","64,277,455.86","64,277,455.86","Materiales","2658526","US6806652052","New York Stock Exchange Inc."
"NYCB","NEW YORK COMMUNITY BANCORP DS REP","Equity","0.31","12.92","4,109,579.00","53,095,760.68","53,095,760.68","Financieros","2711656","US6494451031","New York Stock Exchange Inc."
"PBCT","PEOPLES UNITED FINANCIAL INC","Equity","0.31","16.57","3,150,065.00","52,196,577.05","52,196,577.05","Financieros","B1W41J2","US7127041058","NASDAQ"
"HUN","HUNTSMAN CORP","Equity","0.28","23.90","1,971,715.00","47,123,988.50","47,123,988.50","Materiales","B0650B9","US4470111075","New York Stock Exchange Inc."
"F","F MOTOR","Equity","0.28","11.12","4,222,054.00","46,949,240.48","46,949,240.48","Consumo discrecional","2615468","US3453708600","New York Stock Exchange Inc."
"SPLS","STAPLES INC","Equity","0.25","9.08","4,678,294.00","42,478,909.52","42,478,909.52","Consumo discrecional","2841489","US8550301027","NASDAQ"
"BLKFDS","BLK CSH FND TREASURY SL AGENCY","Money Market","0.24","1.00","41,480,605.00","41,480,605.27","41,480,605.27","Liquidez","-","US0669224778","-"
"CMC","COMMERCIAL METALS","Equity","0.24","18.10","2,218,885.00","40,161,818.50","40,161,818.50","Materiales","2213260","US2017231034","New York Stock Exchange Inc."
"RRD","RR DONNELLEY AND SONS","Equity","0.23","11.92","3,289,076.00","39,205,785.92","39,205,785.92","Industriales","BYND5W0","US2578672006","New York Stock Exchange Inc."
"VLY","VALLEY NATIONAL","Equity","0.21","11.28","3,110,668.00","35,088,335.04","35,088,335.04","Financieros","2935326","US9197941076","New York Stock Exchange Inc."
"FNB","FNB CORP","Equity","0.21","13.20","2,654,482.00","35,039,162.40","35,039,162.40","Financieros","2041308","US3025201019","New York Stock Exchange Inc."
"USD","USD CASH","Cash","0.09","100.00","14,613,385.00","14,613,384.86","14,613,384.86","Liquidez","-","-","-"
"UBFUT","CASH COLLATERAL USD UBFUT","Cash Collateral and Margins","0.01","100.00","1,979,200.00","1,979,200.00","1,979,200.00","Liquidez","-","-","-"
"ESM7","S&P500 EMINI JUN 17","Futures","0.00","2,411.10","470.00","0.00","56,660,850.00","Liquidez","-","-","Index And Options Market"
 
